

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 1  

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               2  6 41  1a       0.004       0.844       VALID       VALID  
               2  6 42  1b      -0.011       0.835       VALID       VALID  
               2  6 43  1c      -0.007       0.830       VALID       VALID  
               2  6 44  1d       0.005       0.830       VALID       VALID  
               2  6 45  1e      -0.005       0.844       VALID       VALID  
               2  6 46  1f       0.006       0.845       VALID       VALID  
               2  6 47  00       0.006       0.835       VALID       VALID  
               2  6 48  01       0.001       0.837       VALID       VALID  
               2  6 49  02       0.005       0.850       VALID       VALID  
               2  6 50  03      -0.001       0.840       VALID       VALID  
               2  6 51  04      -0.005       0.839       VALID       VALID  
               2  6 52  05       0.001       0.832       VALID       VALID  
               2  6 53  06      -0.005       0.821       VALID       VALID  
               2  6 54  07      -0.004       0.835       VALID       VALID  
               2  6 55  08      -0.006       0.844       VALID       VALID  
               2  6 56  09       0.004       0.856       VALID       VALID  
               2  6 57  0a      -0.014       0.830       VALID       VALID  
               2  6 58  0b       0.001       0.831       VALID       VALID  
               2  6 59  0c      -0.015       0.849       VALID       VALID  
               2  7  0  0d       0.007       0.834       VALID       VALID  
               2  7  1  0e      -0.007       0.852       VALID       VALID  
               2  7  2  0f       0.001       0.834       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 156

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               2  7  3  10       0.004       0.839       VALID       VALID  
               2  7  4  11      -0.012       0.839       VALID       VALID  
               2  7  5  12      -0.002       0.830       VALID       VALID  
               2  7  6  13      -0.002       0.829       VALID       VALID  
               2  7  7  14      -0.010       0.842       VALID       VALID  
               2  7  9  15      -0.004       0.827       VALID       VALID  
               2  7 10  16      -0.009       0.827       VALID       VALID  
               2  7 11  17       0.012       0.829       VALID       VALID  
               2  7 12  18       0.002       0.830       VALID       VALID  
               2  7 13  19       0.000       0.850       VALID       VALID  
               2  7 14  1a      -0.004       0.831       VALID       VALID  
               2  7 15  1b      -0.006       0.852       VALID       VALID  
               2  7 16  1c       0.002       0.835       VALID       VALID  
               2  7 17  1d       0.000       0.836       VALID       VALID  
               2  7 18  1e      -0.010       0.832       VALID       VALID  
               2  7 19  1f       0.001       0.845       VALID       VALID  
               2  7 20  00       0.006       0.832       VALID       VALID  
               2  7 21  01      -0.009       0.842       VALID       VALID  
               2  7 22  02      -0.002       0.846       VALID       VALID  
               2  7 23  03      -0.004       0.836       VALID       VALID  
               2  7 24  04      -0.002       0.824       VALID       VALID  
               2  7 25  05      -0.009       0.837       VALID       VALID  
               2  7 26  06      -0.004       0.834       VALID       VALID  
               2  7 27  07       0.001       0.835       VALID       VALID  
               2  7 28  08       0.001       0.849       VALID       VALID  
               2  7 29  09       0.009       0.827       VALID       VALID  
               2  7 30  0a      -0.002       0.832       VALID       VALID  
               2  7 31  0b      -0.001       0.840       VALID       VALID  
               2  7 32  0c      -0.006       0.837       VALID       VALID  
               2  7 33  0d      -0.006       0.832       VALID       VALID  
               2  7 34  0e       0.016       0.824       VALID       VALID  
               2  7 35  0f      -0.004       0.835       VALID       VALID  
               2  7 36  10       0.005       0.840       VALID       VALID  
               2  7 37  11      -0.002       0.837       VALID       VALID  
               2  7 38  12       0.002       0.835       VALID       VALID  
               2  7 39  13      -0.009       0.830       VALID       VALID  
               2  7 40  14      -0.002       0.837       VALID       VALID  
               2  7 41  15      -0.001       0.839       VALID       VALID  
               2  7 42  16       0.006       0.831       VALID       VALID  
               2  7 43  17      -0.006       0.850       VALID       VALID  
               2  7 44  18      -0.001       0.839       VALID       VALID  
               2  7 45  19      -0.007       0.841       VALID       VALID  
               2  7 46  1a      -0.001       0.859       VALID       VALID  
               2  7 47  1b      -0.002       0.840       VALID       VALID  
               2  7 48  1c       0.005       0.840       VALID       VALID  
               2  7 49  1d       0.005       0.837       VALID       VALID  
               2  7 51  1e       0.009       0.832       VALID       VALID  
               2  7 52  1f       0.001       0.821       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 157

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               2  7 53  00      -0.006       0.839       VALID       VALID  
               2  7 54  01      -0.001       0.856       VALID       VALID  
               2  7 55  02      -0.005       0.850       VALID       VALID  
               2  7 56  03       0.001       0.839       VALID       VALID  
               2  7 57  04      -0.006       0.841       VALID       VALID  
               2  7 58  05      -0.007       0.837       VALID       VALID  
               2  7 59  06       0.005       0.827       VALID       VALID  
               2  8  0  07       0.005       0.835       VALID       VALID  
               2  8  1  08       0.002       0.839       VALID       VALID  
               2  8  2  09       0.001       0.837       VALID       VALID  
               2  8  3  0a       0.007       0.841       VALID       VALID  
               2  8  4  0b      -0.001       0.840       VALID       VALID  
               2  8  5  0c       0.000       0.851       VALID       VALID  
               2  8  6  0d      -0.005       0.824       VALID       VALID  
               2  8  7  0e       0.007       0.834       VALID       VALID  
